City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kulhudhuffushi,MV,6.6221,73.07,81.77,76,42,16.98,scattered clouds
349,Bezhetsk,RU,57.7851,36.6965,20.5,92,99,3.98,light snow
350,Krk,HR,45.0258,14.5731,47.26,59,77,4.79,broken clouds
351,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,74,20,5.99,few clouds
352,Preeceville,CA,51.95,-102.6677,10.44,94,100,7.56,overcast clouds
353,Akyab,MM,20.15,92.9,61.74,63,0,13.22,clear sky
354,La Seyne-Sur-Mer,FR,43.0982,5.8847,54.45,80,1,7.74,clear sky
355,Princeton,US,25.5384,-80.4089,58.01,45,0,3.0,clear sky
356,Aklavik,CA,68.2191,-135.0107,-18.83,86,73,8.7,broken clouds
357,Cayenne,GF,4.9333,-52.3333,86.04,78,40,5.99,scattered clouds
358,Dwarka,IN,22.2394,68.9678,69.64,51,2,9.78,clear sky
359,Morrope,PE,-6.5417,-80.0111,81.57,53,67,12.01,broken clouds
360,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,71,54,12.08,broken clouds
361,Ouadda,CF,8.0777,22.4007,77.95,21,49,5.03,scattered clouds
362,Awjilah,LY,29.1081,21.2869,56.34,40,4,10.0,clear sky
363,Adrar,MR,20.5022,-10.0711,87.21,9,100,12.21,overcast clouds
364,Tomatlan,MX,19.9333,-105.25,83.55,37,0,3.85,clear sky
365,Mitsamiouli,KM,-11.3847,43.2844,82.09,69,21,6.35,few clouds
366,Malmesbury,ZA,-33.4608,18.7271,70.77,44,0,11.01,clear sky
367,Santa Rosa,PH,14.3122,121.1114,81.1,86,29,1.9,scattered clouds
368,Orangeburg,US,33.4918,-80.8557,42.44,45,75,14.97,broken clouds
369,Burns Lake,CA,54.2331,-125.7533,23.52,97,100,4.0,overcast clouds
370,Youghal,IE,51.95,-7.8506,50.02,83,12,10.42,few clouds
371,Caravelas,BR,-17.7125,-39.2481,86.99,59,19,10.51,few clouds
372,Kisangani,CD,0.5167,25.2,79.83,35,52,1.14,broken clouds
373,Okhotsk,RU,59.3833,143.3,14.14,80,100,15.84,overcast clouds
374,Eenhana,NA,-17.4667,16.3333,67.37,85,97,8.93,moderate rain
375,Pevek,RU,69.7008,170.3133,-11.9,98,100,3.0,overcast clouds
376,Ilulissat,GL,69.2167,-51.1,12.22,57,40,17.27,scattered clouds
377,Halifax,CA,44.6453,-63.5724,31.21,97,100,11.99,overcast clouds
378,Dakar,SN,14.6937,-17.4441,79.68,70,83,19.28,broken clouds
379,Bac Lieu,VN,9.285,105.7244,76.48,83,20,6.38,few clouds
380,Cookeville,US,36.1628,-85.5016,23.52,68,0,3.0,clear sky
381,Hun,LY,29.1268,15.9477,53.89,19,54,10.67,broken clouds
382,Acajutla,SV,13.5928,-89.8275,89.8,50,0,6.49,clear sky
383,Huarmey,PE,-10.0681,-78.1522,74.3,74,100,9.42,overcast clouds
384,Capitola,US,36.9752,-121.9533,60.03,53,0,1.01,clear sky
385,Kaabong,UG,3.4836,34.1492,75.76,33,27,12.97,scattered clouds
386,Krasnoselkup,RU,65.7,82.4667,-7.62,99,98,7.56,overcast clouds
387,Southport,GB,53.6478,-3.0065,48.94,76,20,24.16,few clouds
388,Mossendjo,CG,-2.9506,12.7261,78.04,81,95,3.44,light rain
389,Mayo,US,38.8876,-76.5119,27.41,53,0,20.0,haze
390,Sergeyevka,KZ,53.88,67.4158,4.35,90,100,4.25,overcast clouds
391,Riyadh,SA,24.6877,46.7219,57.34,26,0,9.71,clear sky
392,Ucluelet,CA,48.9329,-125.5528,45.09,84,100,1.01,overcast clouds
393,Kabo,CF,7.6994,18.629,84.27,15,37,4.63,scattered clouds
394,Saint-Joseph,RE,-21.3667,55.6167,79.18,84,53,11.23,broken clouds
395,Taber,CA,49.8167,-112.1518,32.97,39,90,9.44,overcast clouds
396,Inirida,CO,3.8653,-67.9239,93.87,34,97,2.75,overcast clouds
397,Toledo,ES,39.8333,-4.0,62.89,26,0,6.91,clear sky
398,Les Escoumins,CA,48.1111,-69.0236,-4.31,90,100,13.4,overcast clouds
399,Winchester,GB,51.0651,-1.3187,54.97,78,75,5.99,broken clouds
400,Lasa,IT,46.6166,10.7002,38.14,69,16,9.24,few clouds
401,Rawson,AR,-43.3002,-65.1023,82.08,33,15,4.76,few clouds
402,Kehychivka,UA,49.2866,35.7615,27.97,95,100,12.59,light snow
403,Sorong,ID,-0.8833,131.25,81.34,75,76,10.4,broken clouds
404,Lagos,NG,6.5833,3.75,89.69,28,89,4.25,overcast clouds
405,Grindavik,IS,63.8424,-22.4338,34.27,86,75,20.71,snow
406,Gat,IL,31.61,34.7642,52.48,79,27,2.91,scattered clouds
407,Cumaral,CO,4.2708,-73.4867,91.78,31,29,7.47,scattered clouds
408,Nantucket,US,41.2835,-70.0995,29.08,95,100,51.14,light snow
409,Tijuana,MX,32.5333,-117.0167,66.2,26,75,9.22,broken clouds
410,Ketchikan,US,55.3422,-131.6461,44.58,87,100,14.97,moderate rain
411,Mackay,AU,-21.15,149.2,75.69,70,71,12.68,broken clouds
412,Azua,DO,18.4532,-70.7349,83.19,53,2,6.96,clear sky
413,Cojutepeque,SV,13.7167,-88.9333,81.93,35,3,6.49,clear sky
414,Vestmannaeyjar,IS,63.4427,-20.2734,31.19,86,75,9.22,broken clouds
415,Biltine,TD,14.5333,20.9167,74.59,11,12,10.74,few clouds
416,Tambun,ID,-6.2641,107.0712,80.04,77,100,1.81,overcast clouds
417,Bisho,ZA,-32.8472,27.4422,65.73,78,53,7.9,broken clouds
418,Otavi,NA,-19.65,17.3333,80.02,49,100,10.69,overcast clouds
419,Vostok,RU,46.4856,135.8833,-16.31,99,100,3.53,overcast clouds
420,Airai,TL,-8.9266,125.4092,61.02,90,100,3.38,overcast clouds
421,Yekimovichi,RU,54.1129,33.2965,22.93,93,100,5.23,overcast clouds
422,Fukuma,JP,33.7667,130.4667,41.0,48,96,4.41,overcast clouds
423,Pindiga,NG,9.9833,10.9333,80.96,16,96,10.04,overcast clouds
424,Klaksvik,FO,62.2266,-6.589,36.52,63,68,43.46,broken clouds
425,Cabedelo,BR,-6.9811,-34.8339,86.67,66,77,7.34,broken clouds
426,Berdigestyakh,RU,62.0989,126.6992,-26.16,100,100,2.62,overcast clouds
427,Eyl,SO,7.9803,49.8164,75.81,68,100,22.24,overcast clouds
428,Alihe,CN,50.5667,123.7167,1.54,83,40,5.48,scattered clouds
429,Broome,US,42.2506,-75.833,12.56,55,75,1.99,broken clouds
430,Ilo,PE,-17.6394,-71.3375,74.26,69,0,11.5,clear sky
431,Yoichi,JP,43.2039,140.7703,16.77,71,100,20.2,light snow
432,Vanderhoof,CA,54.0166,-124.0198,24.57,94,100,0.65,overcast clouds
433,Galveston,US,29.3669,-94.9669,58.03,49,0,5.01,clear sky
434,Skibbereen,IE,51.55,-9.2667,49.8,76,10,5.79,clear sky
435,Bud,US,39.447,-86.1758,21.9,76,52,5.93,broken clouds
436,Saint-Georges,GD,12.0564,-61.7485,85.68,58,20,16.11,few clouds
437,Diffa,NE,13.3154,12.6113,71.82,11,26,9.62,scattered clouds
438,Nueve De Julio,AR,-35.4444,-60.8831,82.71,45,79,7.87,broken clouds
439,Chor,PK,25.5167,69.7667,68.07,24,0,4.74,clear sky
440,Namibe,AO,-15.1961,12.1522,73.26,73,95,10.16,overcast clouds
441,Alyangula,AU,-13.8483,136.4192,81.93,81,100,19.33,overcast clouds
442,Tarpon Springs,US,28.1461,-82.7568,54.01,57,40,1.99,scattered clouds
443,Sedalia,US,38.7045,-93.2283,42.46,45,0,19.57,clear sky
444,Adolfo Lopez Mateos,MX,28.4667,-107.3,42.93,53,7,7.85,clear sky
445,Kruisfontein,ZA,-34.0033,24.7314,71.89,67,0,13.69,clear sky
446,Codrington,AU,-38.2667,141.9667,62.53,88,96,7.83,overcast clouds
447,Alice Springs,AU,-23.7,133.8833,74.75,94,75,13.8,light rain
448,Esso,RU,55.9333,158.7,16.34,93,100,4.27,overcast clouds
449,Catuday,PH,16.2923,119.8062,78.17,83,17,10.2,few clouds
450,Paraiso,CR,9.8383,-83.8656,74.26,54,69,6.49,broken clouds
451,Stornoway,GB,58.2093,-6.3865,41.94,77,40,3.0,scattered clouds
452,Mecca,SA,21.4267,39.8261,68.49,56,38,11.83,scattered clouds
453,Krasnyy Chikoy,RU,50.3643,108.7512,-13.54,100,100,1.79,overcast clouds
454,Saint-Francois,FR,46.4154,3.9054,38.68,100,100,3.44,overcast clouds
455,Tuy Hoa,VN,13.0833,109.3,71.78,93,97,3.22,overcast clouds
456,Jampur,PK,29.6441,70.5954,60.46,28,18,5.39,few clouds
457,Indramayu,ID,-6.3264,108.32,79.86,84,100,4.94,overcast clouds
458,Miquelon,PM,47.0975,-56.3814,34.79,95,100,27.02,snow
459,Zhangye,CN,38.9342,100.4517,20.37,44,14,6.04,few clouds
460,San Policarpo,PH,12.1791,125.5072,79.23,83,78,6.53,broken clouds
461,Isla Mujeres,MX,21.2311,-86.731,71.65,58,90,18.97,overcast clouds
462,Morant Bay,JM,17.8815,-76.4093,85.62,71,21,0.29,few clouds
463,Hofn,IS,64.2539,-15.2082,30.9,48,2,5.19,clear sky
464,Herat,AF,34.5,62.0,42.6,46,0,1.61,clear sky
465,Mana,GF,5.6592,-53.7767,81.88,67,29,7.54,scattered clouds
466,Chuncheng,CN,22.1731,111.7886,54.41,77,96,8.08,overcast clouds
467,Boguchany,RU,58.3814,97.4531,-7.64,100,100,2.39,overcast clouds
468,Vila,PT,42.0304,-8.1588,50.88,58,0,3.4,clear sky
469,Aripuana,BR,-9.1667,-60.6333,73.08,99,100,4.25,overcast clouds
470,Soyo,AO,-6.1349,12.3689,81.07,79,86,9.84,light rain
471,High Level,CA,58.5169,-117.136,10.51,92,100,0.0,overcast clouds
472,Den Helder,NL,52.9599,4.7593,51.03,77,75,23.0,broken clouds
473,Waitati,NZ,-45.75,170.5667,59.81,81,100,1.81,light rain
474,Acarau,BR,-2.8856,-40.12,82.99,63,100,9.37,overcast clouds
475,Marataizes,BR,-21.0433,-40.8244,82.18,73,98,15.37,overcast clouds
476,Nsoko,SZ,-27.0333,31.95,74.46,91,100,4.74,moderate rain
477,Calama,CL,-22.4667,-68.9333,70.29,24,1,23.02,clear sky
478,Jasper,US,37.2001,-94.3502,48.02,37,0,8.01,clear sky
479,Nishihara,JP,26.1842,127.7558,62.65,97,100,6.91,light rain
480,Ikot Ekpene,NG,5.1794,7.7108,90.84,22,73,2.53,broken clouds
481,Tumut,AU,-35.3,148.2167,69.62,86,90,3.71,overcast clouds
482,North Battleford,CA,52.7834,-108.2847,19.4,98,99,1.28,overcast clouds
483,Portland,US,45.5234,-122.6762,42.37,76,20,3.0,few clouds
484,Jobat,IN,22.4167,74.5667,65.26,23,0,2.15,clear sky
485,Suluq,LY,31.6682,20.2521,54.46,71,98,25.41,overcast clouds
486,San Buenaventura,MX,27.0833,-101.5333,53.47,71,40,0.0,scattered clouds
487,Lubango,AO,-14.9172,13.4925,66.22,73,100,8.97,overcast clouds
488,Lesnoy,RU,57.6198,63.0784,7.79,98,100,4.43,overcast clouds
489,Ambilobe,MG,-13.2,49.05,74.59,93,81,1.19,broken clouds
490,Am Timan,TD,11.0297,20.2827,82.09,14,82,5.28,broken clouds
491,Pakxe,LA,15.1167,105.7833,78.42,45,42,2.28,scattered clouds
492,Aras,ES,42.5617,-2.356,50.41,40,0,6.91,clear sky
493,Waddan,LY,29.1614,16.139,53.35,21,37,10.89,scattered clouds
494,Pacific Grove,US,36.6177,-121.9166,59.58,59,0,1.01,clear sky
495,Kropotkin,RU,45.4375,40.5756,35.47,93,100,19.3,moderate rain
496,Australind,AU,-33.2667,115.7167,67.05,65,72,9.31,broken clouds
497,Merritt Island,US,28.5392,-80.672,52.09,39,0,14.97,clear sky
498,Jati,PK,24.3539,68.2671,68.77,67,1,9.24,clear sky
499,Netanya,IL,32.3329,34.8599,53.62,75,58,7.34,broken clouds
500,Calvinia,ZA,-31.4707,19.776,88.18,19,0,17.78,clear sky
501,Henties Bay,NA,-22.116,14.2845,63.86,79,34,8.79,scattered clouds
502,Zonguldak,TR,41.25,31.8333,27.39,99,100,2.08,overcast clouds
503,Zhigalovo,RU,54.8097,105.1578,-17.03,100,91,0.72,overcast clouds
504,Sangar,RU,63.9242,127.4739,-34.28,99,60,2.08,broken clouds
505,Shieli,KZ,44.1667,66.75,25.56,92,23,6.38,few clouds
506,Iqaluit,CA,63.7506,-68.5145,-9.31,76,100,5.99,light snow
507,Gravdal,NO,68.1214,13.5031,28.02,92,100,11.68,snow
508,Srednekolymsk,RU,67.45,153.6833,-17.68,99,98,3.6,overcast clouds
509,Marquette,US,46.5333,-87.6335,14.83,59,85,5.5,overcast clouds
510,Ishikari,JP,43.2397,141.3539,17.83,68,91,22.17,light snow
511,Teguise,ES,29.0605,-13.564,62.82,59,0,13.8,haze
512,Tocok,PH,15.75,120.3,75.31,84,8,3.96,clear sky
513,Kichmengskiy Gorodok,RU,59.9816,45.7854,17.38,93,100,7.31,snow
514,Broken Hill,AU,-31.95,141.4333,78.62,68,38,9.19,scattered clouds
515,Svecha,RU,58.2785,47.5164,12.61,96,100,6.87,overcast clouds
516,Irbit,RU,57.6705,63.071,8.58,98,100,4.34,overcast clouds
517,Axim,GH,4.8699,-2.2405,84.97,63,80,12.28,broken clouds
518,Dawlatabad,AF,36.4141,64.9053,42.94,63,79,6.91,broken clouds
519,Norrkoping,SE,58.5942,16.1826,45.59,85,100,21.85,heavy intensity rain
520,Port-Gentil,GA,-0.7193,8.7815,81.45,76,100,9.28,moderate rain
521,San Luis De La Paz,MX,21.3,-100.5167,53.62,87,100,5.1,overcast clouds
522,Onguday,RU,50.75,86.15,-4.47,98,92,2.46,overcast clouds
523,Huntsville,US,34.7304,-86.5861,31.89,47,0,4.0,clear sky
524,Pimentel,PE,-6.8367,-79.9342,74.16,72,97,10.92,overcast clouds
525,Coari,BR,-4.085,-63.1414,78.21,95,100,3.15,moderate rain
526,Yumen,CN,40.2833,97.2,17.37,54,0,3.0,clear sky
527,Tyler,US,32.3513,-95.3011,53.29,39,0,1.99,clear sky
528,Samarai,PG,-10.6167,150.6667,79.41,82,100,10.74,moderate rain
529,Birobidzhan,RU,48.8,132.95,-22.07,96,12,3.62,few clouds
530,Riverton,US,40.5219,-111.9391,39.85,57,0,1.01,clear sky
531,Fenoarivo,MG,-18.933,47.4354,71.67,73,20,10.36,few clouds
532,Sobolevo,RU,54.4299,31.8996,24.01,87,100,6.87,overcast clouds
533,Pangoa,PE,-12.1167,-73.0,75.09,88,100,1.12,overcast clouds
534,Warrington,GB,53.3925,-2.5802,48.88,74,20,10.0,few clouds
535,Sinnamary,GF,5.3833,-52.95,81.79,68,43,7.34,scattered clouds
536,Inyonga,TZ,-6.7167,32.0667,66.52,91,99,3.18,overcast clouds
537,Rio Grande,BR,-32.035,-52.0986,78.94,49,38,14.16,scattered clouds
538,Yeppoon,AU,-23.1333,150.7333,74.98,83,49,14.67,scattered clouds
539,Fort Saint James,CA,54.4333,-124.25,22.15,96,100,2.39,light snow
540,Umm Kaddadah,SD,13.6017,26.6876,63.55,13,66,12.46,broken clouds
541,Ukiah,US,39.1502,-123.2078,56.01,74,0,0.0,clear sky
542,Berlevag,NO,70.8578,29.0864,23.74,80,100,10.54,overcast clouds
543,Zandvoort,NL,52.3749,4.5341,52.05,72,20,21.85,few clouds
544,Puerto Padre,CU,21.195,-76.6028,83.41,56,27,9.57,scattered clouds
545,San Cristobal,VE,7.7669,-72.225,78.98,31,22,6.78,few clouds
546,Leningradskiy,RU,69.3833,178.4167,-2.16,84,95,0.96,overcast clouds
547,Ancud,CL,-41.8697,-73.8203,69.33,63,45,10.54,scattered clouds
548,Murgab,TM,37.4966,61.9714,40.87,70,75,9.22,broken clouds
549,Borogontsy,RU,62.6683,131.1683,-36.18,100,71,1.36,broken clouds
550,Ayagoz,KZ,47.9714,80.4392,-2.45,88,100,3.51,overcast clouds
551,Mendi,PG,-6.1761,143.6513,53.15,95,94,2.66,overcast clouds
552,Mao,ES,39.8885,4.2658,50.56,81,0,5.75,clear sky
553,Tautira,PF,-17.7333,-149.15,78.82,76,69,14.41,light rain
554,Athabasca,CA,54.7169,-113.2854,20.41,93,34,3.6,scattered clouds
555,Adre,TD,13.4667,22.2,70.88,14,12,9.73,few clouds
556,Diamantino,BR,-14.4086,-56.4461,80.4,84,90,6.91,light rain
557,Melville,US,40.7934,-73.4151,19.78,81,100,10.0,haze
558,Juegang,CN,32.3174,121.1855,37.9,71,100,7.4,light rain
559,Gwembe,ZM,-16.4975,27.6069,66.18,92,94,3.96,moderate rain
560,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
561,Marondera,ZW,-18.1853,31.5519,62.33,95,95,5.17,moderate rain
562,Jacareacanga,BR,-6.2222,-57.7528,76.78,93,100,4.03,overcast clouds
563,Visby,SE,57.6409,18.296,43.05,93,100,28.77,overcast clouds
564,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,93,75,2.24,broken clouds
565,Port Macquarie,AU,-31.4333,152.9167,66.09,94,78,0.0,broken clouds
566,Geghamasar,AM,40.3109,45.6792,11.98,78,72,3.02,broken clouds
567,Burnie,AU,-41.0667,145.9167,60.94,97,92,7.99,overcast clouds
568,Makakilo City,US,21.3469,-158.0858,72.28,77,0,4.61,clear sky
569,Mopipi,BW,-21.1833,24.8833,80.62,55,100,14.52,overcast clouds
570,Angoche,MZ,-16.2325,39.9086,79.18,81,72,7.58,broken clouds
571,Anloga,GH,5.7947,0.8973,83.73,62,55,12.19,broken clouds
572,Pinawa,CA,50.1489,-95.8811,12.02,90,100,3.6,overcast clouds
573,Hualmay,PE,-11.0964,-77.6139,74.93,70,97,10.31,overcast clouds
574,Souillac,MU,-20.5167,57.5167,80.98,83,40,11.5,light rain
575,Westport,US,41.1415,-73.3579,19.99,88,100,8.01,snow
576,Harqalah,TN,36.0303,10.509,59.59,59,58,16.04,broken clouds
577,Merauke,ID,-8.4667,140.3333,80.04,83,100,10.78,moderate rain
578,Dickinson,US,29.4608,-95.0513,58.21,45,0,1.01,clear sky
579,Tweed,CA,44.4751,-77.3162,7.34,63,14,8.75,few clouds
580,Nichinan,JP,31.6,131.3667,43.75,72,99,4.88,overcast clouds
581,Dhidhdhoo,MV,6.8833,73.1,81.84,75,55,17.45,broken clouds
582,Concordia,AR,-31.393,-58.0209,82.47,51,20,15.99,few clouds
583,Rocha,UY,-34.4833,-54.3333,79.7,51,5,9.24,clear sky
584,Canora,CA,51.6333,-102.4343,14.02,94,100,7.81,overcast clouds
585,Nakamura,JP,32.9833,132.9333,38.46,74,100,4.65,overcast clouds
586,Melendugno,IT,40.2747,18.3368,47.86,53,40,12.66,scattered clouds
587,Shingu,JP,33.7333,135.9833,38.35,77,88,6.29,overcast clouds
588,Serenje,ZM,-13.2325,30.2352,65.53,91,100,0.83,moderate rain
589,Galesong,ID,-5.3166,119.3661,73.42,83,100,3.76,overcast clouds
590,Paredon,MX,16.0333,-93.8667,80.96,53,56,25.84,broken clouds
591,Calatayud,ES,41.3535,-1.6432,61.38,34,0,0.67,clear sky
592,Chingirlau,KZ,51.095,54.0814,9.34,96,98,6.17,overcast clouds
593,Souda,GR,35.4844,24.0744,52.57,93,75,4.61,broken clouds
594,Japura,ID,-0.3167,102.35,77.94,83,100,2.37,overcast clouds
595,Sovetskiy,RU,61.3614,63.5842,-0.67,98,100,3.67,overcast clouds
596,Agirish,RU,61.9247,63.0231,1.89,95,100,5.06,overcast clouds
597,Aguimes,ES,27.9054,-15.4461,65.66,52,100,18.41,haze
598,Sayyan,YE,15.1718,44.3244,57.27,43,10,1.36,clear sky
599,Antsohihy,MG,-14.8796,47.9875,76.57,82,83,3.89,broken clouds
600,Vuktyl,RU,63.8567,57.3094,10.22,93,100,9.4,overcast clouds
601,Northam,GB,51.0333,-4.2167,52.43,90,79,16.06,broken clouds
602,Sur,OM,22.5667,59.5289,71.87,55,17,1.05,few clouds
603,Namuac,PH,18.6109,121.1657,75.15,91,97,14.63,overcast clouds
604,Vila Velha,BR,-20.3297,-40.2925,89.55,64,20,14.0,few clouds
605,Houston,US,29.7633,-95.3633,59.45,40,0,1.99,clear sky
606,Jaisinghnagar,IN,23.7,81.3833,55.22,38,0,2.13,clear sky
607,Bonavista,CA,48.6499,-53.1147,36.12,84,100,14.81,overcast clouds
608,Isangel,VU,-19.55,169.2667,79.5,90,100,19.33,moderate rain
609,Itarema,BR,-2.9248,-39.9167,83.14,63,100,9.57,overcast clouds
610,Ostersund,SE,63.1792,14.6357,32.61,100,100,5.75,snow
611,Dali,CN,25.7,100.1833,38.84,60,0,3.6,clear sky
612,Barreirinhas,BR,-2.7469,-42.8264,78.78,74,96,6.2,overcast clouds
613,Asau,RO,46.4333,26.4,24.4,89,68,5.99,light snow
614,Powell River,CA,49.8496,-124.5361,41.0,81,100,3.44,overcast clouds
615,Puerto Madryn,AR,-42.7692,-65.0385,85.01,29,23,5.79,few clouds
616,Parana,AR,-31.732,-60.5238,88.56,40,0,5.3,clear sky
617,Mandalgovi,MN,45.7625,106.2708,-0.81,88,98,12.26,overcast clouds
618,Turukhansk,RU,65.8167,87.9833,1.94,95,100,10.4,overcast clouds
619,Jiuquan,CN,39.7432,98.5174,17.8,56,1,4.92,clear sky
620,Nanortalik,GL,60.1432,-45.2371,23.05,80,100,15.73,overcast clouds
621,Viedma,AR,-40.8135,-62.9967,97.79,21,1,15.19,clear sky
622,Winneba,GH,5.3511,-0.6231,86.47,65,77,11.45,broken clouds
623,Aasiaat,GL,68.7098,-52.8699,4.26,90,100,13.8,overcast clouds
624,Vydrino,RU,51.485,104.8461,0.97,91,62,3.71,broken clouds
625,Shvartsevskiy,RU,54.0961,37.9917,27.93,97,100,4.76,overcast clouds
626,Syracuse,IT,37.0881,15.2792,51.31,50,2,28.52,clear sky
627,Jinchang,CN,38.4953,102.1739,21.24,42,98,3.87,overcast clouds
628,Ampanihy,MG,-24.7,44.75,76.37,51,0,8.01,clear sky
629,Cocobeach,GA,1.0002,9.5823,82.38,76,100,10.58,overcast clouds
630,Vitkov,CZ,49.7744,17.7494,34.52,92,100,18.63,snow
631,Horadiz,AZ,39.4488,47.3353,34.57,65,5,2.48,clear sky
632,Sault Sainte Marie,CA,46.5168,-84.3333,8.89,78,100,6.91,overcast clouds
633,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,79.95,76,74,9.64,broken clouds
634,Santona,ES,43.4439,-3.4576,52.34,74,1,10.85,clear sky
635,Srandakan,ID,-7.9386,110.2506,76.78,90,100,3.78,overcast clouds
636,Ixtapa,MX,20.7,-105.2,72.63,64,0,4.61,clear sky
637,Shuangcheng,CN,45.35,126.2833,1.08,94,22,6.51,few clouds
638,Lipari,IT,38.4674,14.954,52.79,49,50,22.84,scattered clouds
639,San Jeronimo,PE,-11.9472,-75.2829,61.95,48,89,1.16,overcast clouds
640,Garden City,US,42.3256,-83.331,20.34,65,20,1.01,few clouds
641,Tazovskiy,RU,67.4667,78.7,-16.87,100,88,5.86,overcast clouds
642,Manuk Mangkaw,PH,4.8,119.85,81.46,72,40,4.59,scattered clouds
643,Cozumel,MX,20.5083,-86.9458,73.47,72,75,5.01,broken clouds
644,Araouane,ML,18.9048,-3.5265,82.85,9,93,13.27,overcast clouds
645,Amalapuram,IN,16.5833,82.0167,66.56,84,0,3.36,clear sky
646,Lerici,IT,44.0759,9.9112,51.98,71,22,3.15,few clouds
647,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,81.79,72,93,12.12,heavy intensity rain
648,Mikhaylovka,RU,50.06,43.2379,34.79,98,100,12.53,overcast clouds
649,Grand Forks,US,47.9417,-97.4337,21.78,73,75,17.27,broken clouds
650,Sistranda,NO,63.7256,8.834,37.9,83,100,29.37,overcast clouds
651,Marsh Harbour,BS,26.5412,-77.0636,60.13,59,70,31.25,broken clouds
652,Alugan,PH,12.2188,125.4808,78.64,85,81,6.42,broken clouds
653,Dzhebariki-Khaya,RU,62.2167,135.8,-39.05,100,81,1.63,broken clouds
654,Bitung,ID,1.4451,125.1824,77.85,85,41,6.24,scattered clouds
655,Kholodnyy,RU,62.7167,147.95,0.45,97,100,4.21,snow
656,Tigil,RU,57.8,158.6667,16.59,89,100,0.89,overcast clouds
657,Kabinda,CD,-6.1333,24.4833,70.41,87,76,2.84,broken clouds
658,Greymouth,NZ,-42.4667,171.2,55.92,86,90,3.96,overcast clouds
659,Rolandia,BR,-23.3097,-51.3692,73.31,92,99,4.43,overcast clouds
660,Harstad,NO,68.799,16.5293,25.83,71,100,7.07,overcast clouds
661,Darhan,MN,49.4867,105.9228,-14.87,99,8,3.31,clear sky
662,Kosh-Agach,RU,50.0,88.6667,-23.15,78,19,3.04,few clouds
663,Marovoay,MG,-16.1,46.6333,80.74,80,57,6.38,broken clouds
664,Evans,US,33.5337,-82.1307,41.77,39,20,7.0,few clouds
665,Batsfjord,NO,70.6345,29.7185,16.32,90,99,7.27,overcast clouds
666,Tual,ID,-5.6667,132.75,83.28,75,99,13.44,overcast clouds
667,Jutai,BR,-5.1833,-68.9,83.3,71,98,2.64,overcast clouds
668,San Javier,ES,37.8063,-0.8374,59.68,60,0,2.3,clear sky
669,Muroto,JP,33.2833,134.15,49.59,58,87,3.78,overcast clouds
670,Nurobod,UZ,40.9056,69.8023,32.85,67,43,5.35,scattered clouds
671,Trenton,US,40.217,-74.7429,20.08,87,100,5.99,snow
672,Perove,UA,44.9333,34.0667,36.91,96,100,7.67,overcast clouds
673,Sambava,MG,-14.2667,50.1667,78.48,84,87,9.22,overcast clouds
674,Tolaga Bay,NZ,-38.3667,178.3,55.94,89,7,5.23,clear sky
675,Kaduqli,SD,11.0167,29.7167,75.33,13,46,9.22,scattered clouds
676,Derzhavinsk,KZ,51.1,66.3167,20.14,96,100,6.62,overcast clouds
677,Opuwo,NA,-18.0607,13.84,82.49,20,64,19.66,broken clouds
678,Hit,IQ,33.6416,42.8251,52.65,53,74,7.36,broken clouds
679,Vorontsovka,RU,50.6132,40.3549,32.38,99,100,8.21,light snow
680,Novyye Lyady,RU,58.0536,56.6039,6.04,98,100,3.53,overcast clouds
681,Plastun,RU,44.7561,136.2939,3.2,62,6,9.78,clear sky
682,Urengoy,RU,65.9667,78.3667,-12.21,99,98,7.56,overcast clouds
683,Gonen,TR,40.1049,27.654,38.07,95,100,3.53,overcast clouds
684,Terre Haute,US,39.4667,-87.4139,23.94,60,20,1.01,few clouds
685,Karatuzskoye,RU,53.6072,92.8667,-12.28,99,96,1.5,overcast clouds
686,Linguere,SN,15.3953,-15.1193,96.12,10,47,10.04,scattered clouds
687,Tombouctou,ML,20.0,-3.0,81.09,9,100,15.35,overcast clouds
688,Nicolas Bravo,MX,18.45,-88.9167,68.88,57,83,7.16,broken clouds
689,Wagga Wagga,AU,-35.1167,147.3667,70.84,84,7,8.34,clear sky
690,Khasan,RU,42.4308,130.6434,17.92,52,4,15.23,clear sky
691,Kirakira,SB,-10.4544,161.9205,79.34,87,81,6.55,moderate rain
692,Ellenabad,IN,29.45,74.65,55.76,39,0,6.64,clear sky
693,Pangody,RU,65.85,74.4859,-9.76,98,100,8.72,overcast clouds
694,Sheltozero,RU,61.3667,35.3667,3.65,99,82,6.15,broken clouds
695,Pompeu,BR,-19.2244,-44.9353,83.39,49,66,8.39,broken clouds
696,Warren,US,39.4334,-84.1666,22.55,71,0,3.0,clear sky
697,Palmer,US,42.1584,-72.3287,19.08,79,100,4.0,light snow
698,Grand Gaube,MU,-20.0064,57.6608,81.0,76,8,5.01,clear sky
699,Along,IN,28.1667,94.7667,45.79,80,3,1.79,clear sky
